Hugo_Symbol	Entrez_Gene_Id	TCGA-BR-6564-11A-01R-1884-13	TCGA-HU-A4GH-11A-11R-A36D-31	TCGA-IN-8663-11A-01R-2402-13	TCGA-HU-8238-11A-01R-2343-13	TCGA-BR-7716-11A-01R-2055-13	TCGA-FP-7735-11A-01R-2055-13	TCGA-HU-A4GY-11A-11R-A36D-31	TCGA-IN-AB1X-11A-21R-A39E-31	TCGA-CG-5720-11A-01R-1602-13	TCGA-IN-8462-11A-01R-2343-13	TCGA-BR-7704-11A-01R-2055-13	TCGA-CG-5722-11A-02R-1602-13	TCGA-BR-6458-11A-01R-1802-13	TCGA-HU-A4HB-11A-11R-A251-31	TCGA-CG-5734-11A-01R-1602-13	TCGA-IN-AB1V-11A-11R-A414-31	TCGA-FP-7829-11A-01R-2055-13	TCGA-BR-6453-11A-01R-1802-13	TCGA-BR-6457-11A-01R-1802-13	TCGA-IP-7968-11A-01R-2203-13	TCGA-HU-A4GN-11A-12R-A251-31	TCGA-HU-A4GP-11A-21R-A251-31	TCGA-CG-5730-11A-01R-1602-13	TCGA-IN-7806-11A-01R-2055-13	TCGA-BR-6454-11A-01R-1802-13	TCGA-BR-7715-11A-01R-2055-13	TCGA-CG-5733-11A-01R-1602-13	TCGA-BR-6852-11A-01R-1884-13	TCGA-BR-6802-11A-01R-1884-13	TCGA-HU-A4G3-11A-11R-A24K-31	TCGA-BR-7851-11A-01R-2203-13	TCGA-CG-5721-11A-01R-1602-13	TCGA-BR-7717-11A-01R-2055-13
MTIF2	4528	395.18	397.93	470.14	473.41	420.68	283.05	303.44	480.04	387.02	403.5	346.29	293.07	426.57	343.89	262.2	529.06	389.72	429.54	348.71	217.27	307.69	384.34	293.07	341.51	346.29	463.65	339.14	432.53	343.89	429.54	551.56	409.15	426.57
OCIAD2	132299	2434.5	297.17	954.43	5403.7	2609.3	514.56	262.2	753.83	3716.2	941.27	830.75	2148.82	2835.7	718.08	4481.23	693.58	353.59	4358.66	2739.08	1216.75	1896.65	476.71	4903.87	616.37	3212.66	3303	3716.2	4575.41	9606.86	379.04	3419.52	5751.61	3614.55
PAQR8	85315	497	193.01	647.07	684.02	1583.71	111.99	176.29	493.56	1277.29	638.15	476.71	1757.34	1143.1	78.34	563.18	514.56	172.65	551.56	890.44	153.34	351.14	108.14	665.29	693.58	1378.57	384.34	947.83	842.36	595.34	136.19	624.99	791.35	392.44
AUP1	550	3303	1605.83	2502.97	3419.52	4038.61	1950	1628.26	1909.85	4512.4	2119.22	2816.11	3665.02	2997.45	1208.34	4298.64	1769.57	1870.53	4239.45	3901.01	2468.49	1662.49	1447.15	4239.45	2573.36	3768.09	5147.73	3982.99	6337.83	5147.73	1208.34	3564.78	4639.29	4972.34
JAKMIP3	282973	5.41	31	2.18	1.39	6.41	20.26	30.34	7.69	5.23	5.77	17.38	6.46	7.94	13.62	2.2	9.2	27.44	3	2.2	4.03	17.9	20.41	2.81	2.18	5.68	7	4.21	2.14	1.55	29.48	2.76	0	6.16
CHN2	1124	775.05	237.86	19.39	813.63	169.07	202.66	148.09	25.91	246.28	35.5	281.09	190.34	143.01	218.79	397.93	94.01	82.87	450.94	660.68	61.68	170.25	327.56	503.95	24.63	150.17	104.42	102.97	83.45	185.11	336.79	995	86.43	89.51
SCAF1	58506	860.08	1023	543.96	466.88	759.08	890.44	1119.56	854.13	825	819.3	995	921.88	684.02	1216.75	674.59	954.43	896.64	567.1	669.92	872.1	934.76	1037.29	854.13	902.89	915.51	555.41	738.29	567.1	133.36	1104.13	571.05	629.35	536.45
EIF3B	8662	1857.6	1806.78	1674.06	1104.13	2209.26	2032.85	1794.29	1923.14	1963.57	2075.59	2384.37	1991	1883.54	1794.29	1447.15	1923.14	1769.57	1745.2	1819.35	1857.6	1721.16	1936.53	1331.57	1963.57	1963.57	1896.65	1628.26	1709.26	759.08	1883.54	1447.15	1733.13	1508.65
SMURF1	57154	325.29	307.69	642.59	187.71	406.31	289.02	256.78	1044.52	409.15	629.35	341.51	518.15	532.74	353.59	341.51	764.36	318.57	285.03	287.01	559.28	295.11	307.69	231.32	836.53	514.56	255	406.31	351.14	120.94	312	283.05	295.11	249.73
ALKBH2	121642	289.02	279.14	318.57	185.11	406.31	409.15	265.87	314.17	420.68	258.57	395.18	320.8	307.69	208.38	209.84	223.41	309.83	368.65	215.77	248	291.04	253.23	237.86	303.44	271.48	387.02	361.04	490.14	603.67	226.54	150.17	336.79	571.05
SPAG9	9043	460.44	1044.52	599.49	463.65	341.51	579.04	928.3	1044.52	356.05	595.34	679.29	389.72	351.14	1037.29	269.6	1769.57	902.89	353.59	381.68	454.09	595.34	981.29	397.93	483.38	329.84	327.56	153.34	189.02	137.14	1111.82	753.83	218.79	248
MTF2	22823	220.32	159.9	182.55	218.79	199.85	113.56	144.01	190.34	118.43	156.59	185.11	176.29	223.41	139.07	140.04	215.77	124.37	187.71	189.02	126.12	163.28	156.59	186.4	144.01	151.22	242.88	146.03	180.02	167.9	155.5	226.54	156.59	241.19
ZNF841	284371	124.37	161.02	154.42	58.71	122.64	120.1	149.12	223.41	98.73	120.1	114.36	109.66	138.1	224.97	60.82	204.07	122.64	106.63	70.01	88.26	86.43	122.64	42.11	117.6	99.43	97.36	95.34	63.45	43.32	156.59	83.45	98.73	94.01
GBP1	2633	1277.29	559.28	209.84	500.46	974.5	466.88	607.87	476.71	769.69	532.74	583.07	620.67	591.22	764.36	454.09	500.46	423.61	674.59	470.14	212.78	503.95	518.15	368.65	124.37	1225.22	830.75	444.72	884.29	297.17	447.82	1015.93	703.28	872.1
RP11-51L5.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
HES2	54626	10.71	3.41	312	15.56	0.09	0.14	2.36	224.97	9.48	371.22	0.96	0	0.93	0	5.5	209.84	19.25	17.38	9.27	246.28	4.39	0	16.63	224.97	0.15	2.53	1.66	0	0.48	0	8.32	0	0.45
NDUFA12	55967	2163.77	3395.89	2502.97	2895.31	2240.11	3467.27	3443.31	2061.24	2520.38	2351.53	1936.53	1519.15	2090.03	4010.71	3190.46	1870.53	2720.15	3690.52	2224.63	2758.13	3564.78	3540.14	3081.75	1870.53	1870.53	4181.07	2682.69	2133.97	5711.87	3349.13	3018.3	3928.15	3742.05
LZTS1	11178	25.91	43.94	76.71	7.11	13.42	21.01	40.64	209.84	17.38	104.42	34.51	27.05	19.97	31.67	14.14	173.85	18.97	13.22	20.11	73.54	18.43	60.39	10.47	124.37	18.43	16.03	17.51	11.3	5.96	54.33	13.32	16.03	18.7
HLA-A	3105	37639.55	7382.04	4836.35	26800.01	31650.8	5872.48	6381.92	3847.29	36610.26	5479.15	13586.57	41188.81	24832.5	6079.61	36864.92	5517.27	6207.38	33455.53	31215.04	4972.34	10659.59	4328.55	37121.34	3018.3	33688.23	24660.96	32767	28723.62	19754.96	4210.15	29327.18	40621.74	21320.18
CDH1	999	3372.43	61.25	4038.61	7130.55	3235.01	3.59	8	4123.49	3467.27	7803.01	1427.22	3982.99	4038.61	6.62	3124.78	7180.15	127	3690.52	5517.27	4903.87	1037.29	1.91	5147.73	3257.52	2400.97	848.22	1651	1617	679.29	4.82	10512.82	2997.45	733.19
PCNX	22990	305.55	420.68	131.51	202.66	211.31	249.73	403.5	295.11	253.23	165.57	379.04	457.25	301.33	480.04	236.21	476.71	291.04	236.21	285.03	182.55	260.38	429.54	255	171.45	312	236.21	183.82	185.11	159.9	567.1	209.84	329.84	133.36
AC104472.1	0	0	2.66	0	0.39	0	0	3.63	0.47	0	0	0	2.01	0.55	0	0	0	0	3.08	0	0	1.35	0	0	0	0.47	0	0.56	0	0	0	2.36	0	0
CEL	1056	409.15	22.43	59.13	384.34	102.25	11.3	16.39	81.14	66.18	98.73	242.88	9.7	336.79	7.75	684.02	83.45	12.55	209.84	89.51	70.51	12.18	14.89	392.44	65.72	8.71	85.82	1378.57	7	83.45	20.41	514.56	7.82	40.07
NXPH4	11247	4.94	1.69	63.45	1.62	4.03	0.95	2.51	37.59	10.47	41.52	4.13	11.21	12.09	1.03	7.4	27.05	7.63	5.28	6.21	98.73	4.58	2.07	3.69	40.64	5.19	9.7	16.39	16.03	0	1.36	3.29	6.36	17.77
EPS8L3	79574	8421.31	275.28	0	9740.98	5517.27	2.71	1.46	1.64	8479.89	2.71	1757.34	3768.09	3614.55	14.56	11345.82	0	0	8421.31	5672.41	64.8	633.73	4.39	7130.55	0.19	4543.8	1605.83	1977.24	3349.13	1286.18	4.31	10659.59	1781.89	1259.69
STX8	9482	1651	1757.34	1313.23	1295.13	1605.83	2609.3	1407.55	796.86	1250.98	915.51	1733.13	1572.76	1674.06	1832.01	1594.73	1001.93	2271.4	1628.26	1407.55	1088.92	1923.14	1359.57	1191.69	1304.15	1857.6	2468.49	1870.53	1594.73	4239.45	1467.37	961.07	2777.33	2609.3
TMPRSS11A	339967	0	0	1066.48	0	0	0	0.18	981.29	0.17	1059.11	0	0	0	0	0	796.86	104.42	0	0	616.37	0	0	0	371.22	0	0.2	0	0	0	0	0	0	0
UQCC2	84300	1304.15	813.63	1340.84	674.59	1781.89	1487.87	1008.9	1015.93	2133.97	1268.46	769.69	1639.59	1685.71	1037.29	2240.11	836.53	954.43	2133.97	1191.69	1183.45	1051.79	934.76	1628.26	1088.92	2255.7	2701.35	2502.97	2875.3	7911.95	563.18	753.83	3540.14	2319.15
PANX1	24145	154.42	279.14	109.66	62.56	182.55	173.85	281.09	141.02	146.03	236.21	248	229.72	142.01	303.44	114.36	170.25	325.29	142.01	182.55	136.19	204.07	309.83	92.7	94.67	189.02	142.01	127	170.25	95.34	366.09	136.19	115.16	138.1
IKZF2	22807	33.54	24.63	409.15	10.39	61.68	15.22	18.84	567.1	31.67	412	54.33	67.12	82.29	19.82	13.72	599.49	58.71	33.54	29.7	258.57	11.38	24.99	11.82	403.5	71.5	48.52	43.94	40.64	19.82	28.45	23.93	39.22	40.93
ACP2	53	1617	660.68	318.57	2915.45	954.43	595.34	583.07	366.09	1605.83	476.71	866.07	947.83	974.5	447.82	1268.46	389.72	514.56	1208.34	1427.22	848.22	713.11	591.22	1697.45	406.31	1023	1066.48	988.12	921.88	366.09	547.75	1674.06	961.07	813.63
DHX33	56919	143.01	175.07	106.63	77.25	146.03	115.97	161.02	167.9	147.06	189.02	161.02	152.28	162.14	146.03	79.45	182.55	143.01	123.5	130.6	125.24	116.78	148.09	99.43	116.78	106.63	120.1	101.54	114.36	69.52	183.82	115.16	117.6	93.35
APPL1	26060	314.17	575.03	460.44	244.57	389.72	283.05	490.14	579.04	236.21	583.07	423.61	343.89	473.41	493.56	177.53	748.61	463.65	258.57	336.79	346.29	395.18	555.41	228.13	403.5	265.87	283.05	267.73	291.04	260.38	547.75	299.25	314.17	339.14
APITD1	378708	423.61	258.57	301.33	450.94	363.56	312	303.44	221.86	457.25	353.59	271.48	251.48	363.56	279.14	291.04	248	256.78	361.04	305.55	212.78	309.83	356.05	417.77	223.41	258.57	426.57	426.57	420.68	708.18	327.56	406.31	371.22	447.82
HOXA3	3200	178.77	1183.45	163.28	43.32	217.27	470.14	1498.22	194.36	63	221.86	529.06	212.78	53.95	1073.91	66.18	287.01	435.55	120.94	96.01	318.57	708.18	866.07	81.71	204.07	167.9	94.67	80.57	38.67	45.85	1143.1	104.42	42.41	118.43
PRR18	285800	1.95	1.69	0	11.04	7.46	0.44	3.99	0	7.34	0.41	4.78	6.73	4.86	0.47	0.44	0.44	2.61	9.78	0.84	1.87	0.45	2.12	9.93	0	0.87	3.17	1.5	0.42	2.46	0.89	9.13	0	0.84
RPH3A	22895	1.5	4.46	0	1.27	2.92	3.86	17	0.35	2.92	0	2.14	13.93	0.89	5.82	0.33	1.13	0	1.6	4.62	1.45	1.17	10.24	0	0.32	1.17	4.43	3.35	4.06	0.78	6.52	0.68	0	7.69
PNKP	11284	796.86	575.03	511	540.19	713.11	503.95	395.18	532.74	902.89	665.29	708.18	718.08	791.35	400.71	567.1	500.46	486.75	703.28	500.46	693.58	366.09	457.25	583.07	476.71	656.11	1044.52	961.07	890.44	432.53	373.81	759.08	753.83	808
NEUROG3	50674	26.1	0	0	20.56	14.35	0	0	1.16	16.27	0	12.64	6.01	8.13	0.55	49.56	0	0.47	53.19	24.63	6.06	0	0	138.1	0	0.53	5.87	9.2	0.77	9.93	0	81.71	3.06	1.69
MAOB	4129	1572.76	1794.29	275.28	2133.97	830.75	1572.76	1175.27	312	688.78	271.48	1277.29	603.67	591.22	2451.44	1051.79	591.22	2451.44	791.35	1519.15	397.93	1551.09	2591.27	1088.92	295.11	555.41	435.55	343.89	134.3	318.57	1844.76	1088.92	299.25	476.71
NUFIP1	26747	42.71	77.79	75.11	32.82	59.55	75.11	73.03	76.17	65.72	87.03	69.52	53.19	68.55	91.41	47.17	80.57	74.06	69.52	43.02	81.71	63.45	107.38	61.25	51.71	41.52	83.45	63	53.19	59.13	88.26	50.63	63.89	82.87
MET	4233	244.57	96.01	68.07	234.57	332.14	29.48	146.03	123.5	248	64.34	180.02	373.81	379.04	66.65	248	187.71	82.29	325.29	248	248	121.79	72.01	241.19	115.97	297.17	125.24	211.31	237.86	163.28	88.88	457.25	154.42	142.01
MDH2	4191	5403.7	4268.94	4769.75	6337.83	5112.16	5954.47	4152.18	4736.79	7537.18	6745.86	4543.8	5255.91	4095	5147.73	8901.53	4123.49	4607.24	7749.1	5672.41	7589.61	4181.07	4836.35	8479.89	6207.38	4769.75	4903.87	6337.83	6887.62	4704.07	4419.52	6607.01	7749.1	6079.61
RGL1	23179	228.13	429.54	69.03	77.25	183.82	223.41	336.79	92.05	79.45	61.68	470.14	206.94	94.01	309.83	71	150.17	708.18	143.01	156.59	99.43	291.04	343.89	102.97	41.52	146.03	244.57	85.82	130.6	103.69	323.03	175.07	95.34	218.79
RIC8B	55188	151.22	316.37	64.8	94.67	189.02	195.72	231.32	68.55	84.04	63	255	108.9	123.5	258.57	87.03	149.12	253.23	101.54	88.88	43.02	183.82	255	105.15	68.55	132.44	135.24	96.68	100.83	100.13	249.73	162.14	59.55	189.02
CDKL4	344387	1.13	8.19	0	2.25	0	3.2	4.62	2.78	2.53	1.07	0	2.05	0	0.67	0	1.14	2.07	0	2.68	0	2.25	1.22	1.6	0	1.19	1.71	0	0	0	0	1.57	0	1.14
CCT6B	10693	11.3	78.89	34.75	19.68	28.45	28.65	40.07	77.79	51.71	81.14	29.7	21.63	55.1	45.53	12.09	35.76	28.45	30.12	17.25	37.32	48.52	70.01	15	13.62	33.3	38.67	34.75	38.67	33.06	51.35	10.31	9.48	28.65
STIL	6491	43.02	15	58.3	22.59	76.17	3.76	10.39	61.25	45.21	59.97	17.13	35.5	50.98	15.34	22.92	77.79	7.22	53.57	28.86	45.53	8.25	9.78	24.46	37.85	46.84	63.89	33.54	92.7	30.12	9.27	92.7	31.67	78.89
AC002472.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RALA	5898	669.92	301.33	1923.14	995	708.18	241.19	251.48	1594.73	974.5	1378.57	351.14	775.05	743.43	327.56	1540.37	988.12	376.41	669.92	656.11	1001.93	591.22	348.71	1044.52	1498.22	836.53	497	674.59	660.68	738.29	309.83	1023	1359.57	518.15
GRM2	2912	2.12	3.5	3.29	0	1.87	2.14	9.06	4.1	4.28	6.41	8.06	8.78	2.51	6.16	0.93	2.73	2.07	14.03	3.35	7.69	0.96	4.21	10.71	2.71	4.06	10.24	12.09	3.2	0.97	5.41	2.03	10.08	8.13
SYK	6850	543.96	67.12	379.04	395.18	616.37	37.85	38.12	320.8	669.92	476.71	318.57	620.67	571.05	42.41	293.07	406.31	70.01	379.04	684.02	299.25	122.64	75.64	412	397.93	591.22	536.45	547.75	764.36	339.14	57.89	473.41	346.29	607.87
MYO15A	51168	35.5	46.84	3.17	13.62	10.47	31.9	46.5	15.91	25.72	22.43	54.72	24.63	16.51	27.05	14.03	17.77	39.22	14.67	14.67	7.75	30.56	28.86	53.19	13.32	17.13	16.51	14.56	5.15	14.03	21.47	18.7	8.71	14.78
WAPAL	23063	273.37	400.71	406.31	228.13	323.03	267.73	353.59	409.15	301.33	381.68	341.51	318.57	358.54	423.61	279.14	595.34	309.83	305.55	258.57	309.83	348.71	423.61	249.73	327.56	327.56	368.65	287.01	239.52	237.86	412	346.29	262.2	346.29
CPXM2	119587	450.94	2915.45	88.88	42.71	381.68	3540.14	2451.44	117.6	34.51	100.13	1651	486.75	23.93	2758.13	45.21	287.01	2976.74	122.64	115.97	217.27	2682.69	2895.31	77.25	112.77	624.99	78.89	26.47	27.25	24.11	2835.7	49.21	24.28	295.11
ATP6V0D1	9114	3325.99	1950	2090.03	4123.49	3190.46	2384.37	2032.85	1674.06	3742.05	1977.24	2209.26	3235.01	2875.3	1819.35	3690.52	1685.71	2032.85	3325.99	3742.05	2502.97	2351.53	1923.14	3794.3	2645.74	3325.99	2384.37	3039.3	3540.14	2976.74	1447.15	3235.01	2915.45	2777.33
AF165138.7	0	0	0.58	0	2.2	0	0.55	2.05	1.66	2.48	0	0	0	0	1.14	0	0	0	0	0	0	0	0	0	2.07	0	6.06	7.94	3.03	0	5.06	0	0	2.63
SYNJ2	8871	239.52	182.55	273.37	318.57	258.57	156.59	181.28	251.48	249.73	239.52	166.73	262.2	194.36	118.43	199.85	265.87	253.23	204.07	211.31	356.05	142.01	176.29	255	135.24	400.71	126.12	241.19	351.14	232.94	122.64	373.81	137.14	134.3
CPM	1368	199.85	156.59	139.07	119.26	242.88	158.79	95.34	217.27	217.27	339.14	262.2	217.27	414.87	187.71	229.72	224.97	229.72	346.29	211.31	264.03	75.64	218.79	91.41	111.99	339.14	303.44	346.29	334.46	336.79	100.83	189.02	287.01	334.46
PER2	8864	301.33	466.88	198.47	128.79	239.52	228.13	323.03	497	106.63	1313.23	633.73	334.46	441.64	293.07	193.01	688.78	312	303.44	212.78	612.11	718.08	363.56	122.64	297.17	563.18	153.34	181.28	171.45	72.52	277.2	220.32	87.03	134.3
TREML4	285852	0	0	0	0	0	0.52	1.39	1.01	1.79	0.48	0.48	0.92	0	0	0.97	0	0	1.03	1.89	0	0	0	3.56	0	1.48	0	0	0	0	0	0.92	0	0
PLA2G4D	283748	1.93	0.21	215.77	2.2	7.69	0	2.25	176.29	3.47	9.41	0.83	4.78	2.81	0	0.91	115.16	18.97	3.17	3.69	9.63	0.2	0	1.2	81.14	5.63	0.95	2.46	2.2	0	0	1.83	0.32	1.27
ACVR1B	91	698.41	246.28	555.41	872.1	718.08	212.78	215.77	591.22	543.96	497	447.82	785.88	764.36	242.88	356.05	555.41	242.88	603.67	688.78	775.05	289.02	177.53	493.56	567.1	412	318.57	540.19	366.09	389.72	205.5	1008.9	551.56	244.57
SPANXC	64663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.68	0	0	0	0	0
SLC5A5	6528	808	14.67	0	555.41	5711.87	0.28	11.82	0	1651	1.2	2047	5555.65	6426.31	14.14	1936.53	0.28	0	825	2573.36	4.46	279.14	3.47	26.67	0	4575.41	967.76	4704.07	237.86	738.29	0	155.5	4388.98	285.03
NPAT	4863	108.14	140.04	178.77	90.14	131.51	103.69	180.02	154.42	88.88	120.94	150.17	108.9	170.25	153.34	67.12	195.72	120.94	126.12	120.1	158.79	100.83	165.57	71	90.77	105.89	212.78	148.09	111.99	96.01	205.5	171.45	90.14	194.36
CDKL2	8999	15.68	84.63	18.43	0.93	13.93	62.12	47.84	33.54	3.96	21.32	46.5	23.08	4.98	102.97	1.99	20.86	128.79	9.2	5.02	22.43	92.05	79.45	10.08	17	22.43	10.39	0.73	6.84	2.1	123.5	1.46	0.79	16.39
TBC1D20	128637	525.39	813.63	733.19	529.06	607.87	647.07	836.53	708.18	457.25	738.29	723.08	638.15	555.41	764.36	441.64	703.28	708.18	466.88	525.39	591.22	633.73	780.44	480.04	743.43	532.74	529.06	444.72	423.61	279.14	896.64	567.1	373.81	447.82
OGFRL1	79627	82.87	180.02	587.13	22.75	88.26	241.19	226.54	860.08	66.18	500.46	147.06	98.73	108.14	178.77	47.84	785.88	215.77	82.29	82.87	417.77	144.01	224.97	36.53	669.92	84.04	161.02	82.87	75.64	91.41	204.07	52.08	94.01	161.02
TIMM9	26520	878.17	1277.29	1081.39	483.38	825	1437.15	1397.83	909.17	1015.93	713.11	988.12	872.1	909.17	1628.26	909.17	842.36	1001.93	1487.87	884.29	909.17	1583.71	1685.71	928.3	785.88	848.22	1819.35	1322.37	1233.75	2520.38	1467.37	684.02	1066.48	1977.24
DNASE2B	58511	4.74	4.24	0	0.96	3.44	4.03	0	1.1	3.82	0	0	5.28	17.77	0	8	0	2.43	15.45	0	7.57	0	4.31	0	0	1.85	5.82	7.94	0	2.66	0	3.08	12.09	13.83
PIGZ	80235	100.83	256.78	105.89	102.97	76.71	260.38	204.07	126.12	72.52	169.07	149.12	90.77	102.25	182.55	68.07	105.89	211.31	111.99	71.5	242.88	246.28	285.03	85.82	58.3	79.45	83.45	93.35	52.45	122.64	255	84.04	82.29	96.68
FGF3	2248	0	2.86	0	0	0	0	3.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12orf39	80763	11.91	139.07	0	5.59	29.7	125.24	55.89	3.96	1.81	2.68	61.68	8.71	12.36	82.29	36.53	6.11	43.32	11.82	9.63	0	55.89	115.16	12.93	3.79	18.43	30.12	8.99	5.87	1.45	93.35	10.63	6.84	32.59
ATR	545	229.72	412	447.82	152.28	198.47	169.07	525.39	444.72	190.34	376.41	214.27	191.67	237.86	334.46	138.1	559.28	156.59	320.8	157.68	234.57	303.44	356.05	197.09	226.54	262.2	420.68	218.79	224.97	242.88	320.8	293.07	291.04	265.87
ABCC3	8714	1427.22	211.31	351.14	4152.18	2645.74	23.25	56.68	878.17	3614.55	836.53	1378.57	3443.31	2609.3	36.01	2796.65	759.08	27.64	3168.41	1639.59	470.14	616.37	46.5	3443.31	291.04	2555.58	1183.45	1721.16	2119.22	1250.98	11.55	5292.48	1844.76	708.18
ZNF185	7739	84.04	60.82	4210.15	51.35	154.42	79.45	85.22	5751.61	111.21	4239.45	140.04	206.94	189.02	59.13	46.5	4769.75	647.07	154.42	166.73	2758.13	68.07	63	84.04	5403.7	205.5	121.79	156.59	176.29	92.7	61.68	84.63	231.32	116.78
ACTL9	284382	0	0	1.25	0	0	0	1.89	0	0	0	0	0	0	0	2.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM161A	54929	511	470.14	327.56	423.61	559.28	718.08	486.75	325.29	647.07	414.87	684.02	638.15	507.46	447.82	500.46	395.18	511	599.49	529.06	447.82	480.04	543.96	525.39	500.46	543.96	559.28	669.92	733.19	283.05	392.44	400.71	414.87	555.41
UBA2	10054	878.17	1331.57	1167.14	518.15	1119.56	954.43	1457.23	1167.14	674.59	1081.39	1104.13	884.29	988.12	1183.45	571.05	1286.18	1096.5	780.44	842.36	1015.93	941.27	1216.75	503.95	915.51	748.61	1081.39	791.35	1111.82	1151.06	1001.93	656.11	796.86	1268.46
OR4D5	219875	0	0	0	0	0	0	2.78	0	0	0	0	0	1.77	0	0	0	0	0	0	0	0	0	0	0	1.53	0	0	0	0	0	0	0	0
CNTFR	1271	660.68	363.56	21.16	242.88	76.17	217.27	248	54.72	107.38	14.24	738.29	153.34	90.77	208.38	518.15	65.72	232.94	343.89	195.72	23.93	255	267.73	802.41	46.18	183.82	125.24	148.09	83.45	74.06	146.03	444.72	102.25	153.34
IL20RB	53833	3.2	29.48	1605.83	5.41	26.86	14.45	9.48	1304.15	6.41	890.44	24.99	10.71	6.46	18.7	7.63	1304.15	128.79	7.51	4.62	559.28	7.4	18.16	6.16	1605.83	13.72	19.68	5.02	8.92	40.07	7.11	10.63	0	14.03
GPR133	283383	193.01	1059.11	49.91	32.36	176.29	896.64	669.92	289.02	126.12	88.26	603.67	190.34	151.22	620.67	105.15	387.02	738.29	190.34	116.78	320.8	332.14	629.35	112.77	139.07	142.01	148.09	183.82	44.89	147.06	507.46	97.36	175.07	116.78
UBQLN2	29978	460.44	1030.12	878.17	336.79	595.34	769.69	1427.22	599.49	417.77	995	669.92	571.05	518.15	1088.92	309.83	1151.06	915.51	466.88	423.61	921.88	819.3	1119.56	376.41	743.43	507.46	392.44	460.44	373.81	251.48	1208.34	514.56	389.72	432.53
SIDT1	54847	120.1	33.3	74.06	45.53	166.73	23.25	37.32	34.02	96.68	47.17	135.24	120.94	150.17	28.04	61.25	18.43	30.78	119.26	109.66	84.04	36.27	60.82	71.5	43.32	172.65	323.03	145.02	140.04	36.01	24.11	88.26	108.14	301.33
C1orf173	127254	1.81	14.03	0	0.51	3.29	1.43	2.2	0.59	1.75	0	4.28	4.35	1.19	6.11	0.57	0	1.38	1.06	1.01	1.75	2.73	11.04	0.97	0	2.32	3.96	2.23	1.38	3.59	5.23	0.96	5.59	4.21
CYP46A1	10858	12.36	33.3	7.17	6.78	7.88	25.35	44.25	8.85	9.2	5.68	30.78	10.88	4.78	45.21	21.01	9.06	33.54	9.48	14.89	12.55	37.59	50.98	13.32	4.74	21.78	11.82	10.16	11.04	4.31	37.32	14.14	13.52	19.39
TCEB2	6923	8363.13	7130.55	6983.79	7382.04	8718.32	10084.54	8538.88	5995.9	10959.3	7433.4	6699.25	9279.58	8247.98	8538.88	11584.24	4937.99	6607.01	13492.72	7433.4	9409.14	10585.95	6426.31	11424.74	7081.29	9808.75	10659.59	13872.08	10585.95	25005.23	5831.91	6607.01	19482.97	10368.08
SOX12	6666	173.85	260.38	143.01	109.66	165.57	189.02	211.31	221.86	187.71	146.03	285.03	204.07	175.07	358.54	94.01	271.48	316.37	115.16	149.12	154.42	277.2	450.94	107.38	271.48	214.27	195.72	215.77	126.12	60.82	438.59	98.04	144.01	171.45
CCL14	6358	3515.68	4639.29	395.18	224.97	1242.34	2193.99	6652.97	1662.49	457.25	457.25	2682.69	872.1	343.89	3257.52	1397.83	1151.06	3639.7	1096.5	412	1883.54	961.07	2148.82	684.02	1233.75	1977.24	2104.58	1697.45	583.07	4704.07	2240.11	540.19	2645.74	3372.43
AC006449.1	0	0	255	35.25	0	0	194.36	0	242.88	507.46	0	0	0	0	417.77	0	0	0	373.81	0	368.65	842.36	713.11	262.2	312	0	0	438.59	0	81.14	264.03	138.1	497	201.25
PSAT1	29968	173.85	99.43	583.07	85.82	373.81	90.14	54.33	743.43	547.75	595.34	166.73	406.31	1059.11	102.97	178.77	708.18	90.77	595.34	417.77	403.5	116.78	167.9	84.63	532.74	341.51	336.79	376.41	435.55	366.09	87.65	147.06	417.77	429.54
GLTPD2	388323	127.89	32.36	20.41	417.77	12.64	12.64	14.67	17.9	96.01	32.36	25.72	24.11	13.83	18.56	287.01	14.24	17	111.99	107.38	27.64	70.51	19.97	397.93	12.36	12.27	14.24	10.24	2.73	31.67	22.59	239.52	8.19	4.98
IFNA2	3440	0	0	0	0	0	0	0.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46	0	0	0	0	0	0	0	0	0	0	0	0
LOXL3	84695	84.63	132.44	19.39	17	61.68	119.26	85.22	26.28	52.45	15.34	135.24	68.07	49.91	211.31	37.59	45.21	199.85	85.22	76.71	57.08	98.04	111.21	50.98	13.03	98.04	78.89	67.12	46.5	41.22	115.16	49.21	39.79	49.91
GRIA3	2892	40.07	30.34	0	7	20.71	34.51	26.67	10.31	15	4.46	49.21	21.47	48.18	17.51	7.63	12.55	21.78	22.75	31.9	37.05	19.11	25.91	7.4	5.32	22.92	23.08	24.46	30.56	39.79	41.22	12.45	18.97	23.25
